"com","BonNomDeVille","DeLaVille","ALaVille"
"16184","Lichères","de Lichères","à Lichères"
"16185","Ligné","de Ligné","à Ligné"
"16186","Lignières-Sonneville","de Lignières-Sonneville","à Lignières-Sonneville"
"16187","Linars","de Linars","à Linars"
"16188","Le Lindois","du Lindois","au Lindois"
"16189","Londigny","de Londigny","à Londigny"
"16190","Longré","de Longré","à Longré"
"16191","Lonnes","de Lonnes","à Lonnes"
"16192","Terres-de-Haute-Charente","de Terres-de-Haute-Charente","à Terres-de-Haute-Charente"
"16192","Roumazières-Loubert","de Roumazières-Loubert","à Roumazières-Loubert"
"16193","Louzac-Saint-André","de Louzac-Saint-André","à Louzac-Saint-André"
"16194","Lupsault","de Lupsault","à Lupsault"
"16195","Lussac","de Lussac","à Lussac"
"16196","Luxé","de Luxé","à Luxé"
"16197","La Magdeleine","de La Magdeleine","à La Magdeleine"
"16198","Magnac-Lavalette-Villars","de Magnac-Lavalette-Villars","à Magnac-Lavalette-Villars"
"16199","Magnac-sur-Touvre","de Magnac-sur-Touvre","à Magnac-sur-Touvre"
"16200","Maine-de-Boixe","de Maine-de-Boixe","à Maine-de-Boixe"
"16201","Mainfonds","de Mainfonds","à Mainfonds"
"16202","Mainxe","de Mainxe","à Mainxe"
"16203","Mainzac","de Mainzac","à Mainzac"
"16204","Bellevigne","de Bellevigne","à Bellevigne"
"16204","Malaville","de Malaville","à Malaville"
"16205","Manot","de Manot","à Manot"
"16206","Mansle","de Mansle","à Mansle"
"16207","Marcillac-Lanville","de Marcillac-Lanville","à Marcillac-Lanville"
"16208","Mareuil","de Mareuil","à Mareuil"
"16209","Marillac-le-Franc","de Marillac-le-Franc","à Marillac-le-Franc"
"16210","Marsac","de Marsac","à Marsac"
"16211","Marthon","de Marthon","à Marthon"
"16212","Massignac","de Massignac","à Massignac"
"16213","Mazerolles","de Mazerolles","à Mazerolles"
"16214","Mazières","de Mazières","à Mazières"
"16215","Médillac","de Médillac","à Médillac"
"16216","Mérignac","de Mérignac","à Mérignac"
"16217","Merpins","de Merpins","à Merpins"
"16218","Mesnac","de Mesnac","à Mesnac"
"16220","Les Métairies","des Métairies","aux Métairies"
"16221","Mons","de Mons","à Mons"
"16222","Montboyer","de Montboyer","à Montboyer"
"16223","Montbron","de Montbron","à Montbron"
"16224","Montmérac","de Montmérac","à Montmérac"
"16224","Montchaude","de Montchaude","à Montchaude"
"16225","Montembœuf","de Montembœuf","à Montembœuf"
"16226","Montignac-Charente","de Montignac-Charente","à Montignac-Charente"
"16227","Montignac-le-Coq","de Montignac-le-Coq","à Montignac-le-Coq"
"16228","Montigné","de Montigné","à Montigné"
"16229","Montjean","de Montjean","à Montjean"
"16230","Montmoreau","de Montmoreau","à Montmoreau"
"16230","Montmoreau-Saint-Cybard","de Montmoreau-Saint-Cybard","à Montmoreau-Saint-Cybard"
"16231","Montrollet","de Montrollet","à Montrollet"
"16232","Mornac","de Mornac","à Mornac"
"16233","Mosnac","de Mosnac","à Mosnac"
"16234","Moulidars","de Moulidars","à Moulidars"
"16236","Mouthiers-sur-Boëme","de Mouthiers-sur-Boëme","à Mouthiers-sur-Boëme"
"16237","Mouton","de Mouton","à Mouton"
"16238","Moutonneau","de Moutonneau","à Moutonneau"
"16239","Mouzon","de Mouzon","à Mouzon"
"16240","Nabinaud","de Nabinaud","à Nabinaud"
"16241","Nanclars","de Nanclars","à Nanclars"
"16242","Nanteuil-en-Vallée","de Nanteuil-en-Vallée","à Nanteuil-en-Vallée"
"16243","Nercillac","de Nercillac","à Nercillac"
"16244","Nersac","de Nersac","à Nersac"
"16245","Nieuil","de Nieuil","à Nieuil"
"16246","Nonac","de Nonac","à Nonac"
"16247","Nonaville","de Nonaville","à Nonaville"
"16248","Oradour","d'Oradour","à Oradour"
"16249","Oradour-Fanais","d'Oradour-Fanais","à Oradour-Fanais"
"16250","Orgedeuil","d'Orgedeuil","à Orgedeuil"
"16251","Oriolles","d'Oriolles","à Oriolles"
"16252","Orival","d'Orival","à Orival"
"16253","Paizay-Naudouin-Embourie","de Paizay-Naudouin-Embourie","à Paizay-Naudouin-Embourie"
"16254","Palluaud","de Palluaud","à Palluaud"
"16255","Parzac","de Parzac","à Parzac"
"16256","Passirac","de Passirac","à Passirac"
"16257","Péreuil","de Péreuil","à Péreuil"
"16258","Pérignac","de Pérignac","à Pérignac"
"16259","La Péruse","de La Péruse","à La Péruse"
"16260","Pillac","de Pillac","à Pillac"
"16261","Les Pins","des Pins","aux Pins"
"16262","Plaizac","de Plaizac","à Plaizac"
"16263","Plassac-Rouffiac","de Plassac-Rouffiac","à Plassac-Rouffiac"
"16264","Pleuville","de Pleuville","à Pleuville"
"16267","Poullignac","de Poullignac","à Poullignac"
"16268","Poursac","de Poursac","à Poursac"
"16269","Pranzac","de Pranzac","à Pranzac"
"16270","Pressignac","de Pressignac","à Pressignac"
"16271","Puymoyen","de Puymoyen","à Puymoyen"
"16272","Puyréaux","de Puyréaux","à Puyréaux"
"16273","Raix","de Raix","à Raix"
"16274","Rancogne","de Rancogne","à Rancogne"
"16275","Ranville-Breuillaud","de Ranville-Breuillaud","à Ranville-Breuillaud"
"16276","Reignac","de Reignac","à Reignac"
"16277","Réparsac","de Réparsac","à Réparsac"
"16278","Richemont","de Richemont","à Richemont"
"16279","Rioux-Martin","de Rioux-Martin","à Rioux-Martin"
"16280","Rivières","de Rivières","à Rivières"
"16281","La Rochefoucauld-en-Angoumois","de La Rochefoucauld-en-Angoumois","à La Rochefoucauld-en-Angoumois"
"16281","La Rochefoucauld","de La Rochefoucauld","à La Rochefoucauld"
"16282","La Rochette","de La Rochette","à La Rochette"
"16283","Ronsenac","de Ronsenac","à Ronsenac"
"16284","Rouffiac","de Rouffiac","à Rouffiac"
"16285","Rougnac","de Rougnac","à Rougnac"
"16286","Rouillac","de Rouillac","à Rouillac"
"16286","Rouillac","de Rouillac","à Rouillac"
"16287","Roullet-Saint-Estèphe","de Roullet-Saint-Estèphe","à Roullet-Saint-Estèphe"
"16289","Roussines","de Roussines","à Roussines"
"16290","Rouzède","de Rouzède","à Rouzède"
"16291","Ruelle-sur-Touvre","de Ruelle-sur-Touvre","à Ruelle-sur-Touvre"
"16292","Ruffec","de Ruffec","à Ruffec"
"16293","Saint-Adjutory","de Saint-Adjutory","à Saint-Adjutory"
"16294","Saint-Amant-de-Montmoreau","de Saint-Amant-de-Montmoreau","à Saint-Amant-de-Montmoreau"
"16295","Saint-Amant-de-Boixe","de Saint-Amant-de-Boixe","à Saint-Amant-de-Boixe"
"16296","Saint-Amant-de-Bonnieure","de Saint-Amant-de-Bonnieure","à Saint-Amant-de-Bonnieure"
"16297","Graves-Saint-Amant","de Graves-Saint-Amant","à Graves-Saint-Amant"
"16298","Saint-Amant-de-Nouère","de Saint-Amant-de-Nouère","à Saint-Amant-de-Nouère"
"16299","Saint-André","de Saint-André","à Saint-André"
"16300","Val-de-Bonnieure","de Val-de-Bonnieure","à Val-de-Bonnieure"
"16300","Saint-Angeau","de Saint-Angeau","à Saint-Angeau"
"16301","Saint-Aulais-la-Chapelle","de Saint-Aulais-la-Chapelle","à Saint-Aulais-la-Chapelle"
"16302","Saint-Avit","de Saint-Avit","à Saint-Avit"
"16303","Saint-Bonnet","de Saint-Bonnet","à Saint-Bonnet"
"16304","Saint-Brice","de Saint-Brice","à Saint-Brice"
"16306","Saint-Christophe","de Saint-Christophe","à Saint-Christophe"
"16307","Saint-Ciers-sur-Bonnieure","de Saint-Ciers-sur-Bonnieure","à Saint-Ciers-sur-Bonnieure"
"16308","Saint-Claud","de Saint-Claud","à Saint-Claud"
"16309","Sainte-Colombe","de Sainte-Colombe","à Sainte-Colombe"
"16310","Saint-Coutant","de Saint-Coutant","à Saint-Coutant"
"16312","Saint-Cybardeaux","de Saint-Cybardeaux","à Saint-Cybardeaux"
"16313","Saint-Estèphe","de Saint-Estèphe","à Saint-Estèphe"
"16314","Saint-Eutrope","de Saint-Eutrope","à Saint-Eutrope"
"16315","Saint-Félix","de Saint-Félix","à Saint-Félix"
"16316","Saint-Fort-sur-le-Né","de Saint-Fort-sur-le-Né","à Saint-Fort-sur-le-Né"
"16317","Saint-Fraigne","de Saint-Fraigne","à Saint-Fraigne"
"16318","Saint-Front","de Saint-Front","à Saint-Front"
"16320","Saint-Genis-d'Hiersac","de Saint-Genis-d'Hiersac","à Saint-Genis-d'Hiersac"
"16321","Saint-Georges","de Saint-Georges","à Saint-Georges"
"16322","Saint-Germain-de-Confolens","de Saint-Germain-de-Confolens","à Saint-Germain-de-Confolens"
"16323","Saint-Germain-de-Montbron","de Saint-Germain-de-Montbron","à Saint-Germain-de-Montbron"
"16325","Saint-Gourson","de Saint-Gourson","à Saint-Gourson"
"16326","Saint-Groux","de Saint-Groux","à Saint-Groux"
"16327","Saint-Hilaire","de Saint-Hilaire","à Saint-Hilaire"
"16328","Saint-Laurent-de-Belzagot","de Saint-Laurent-de-Belzagot","à Saint-Laurent-de-Belzagot"
"16329","Saint-Laurent-de-Céris","de Saint-Laurent-de-Céris","à Saint-Laurent-de-Céris"
"16330","Saint-Laurent-de-Cognac","de Saint-Laurent-de-Cognac","à Saint-Laurent-de-Cognac"
"16331","Saint-Laurent-des-Combes","de Saint-Laurent-des-Combes","à Saint-Laurent-des-Combes"
"16332","Saint-Léger","de Saint-Léger","à Saint-Léger"
"16334","Saint-Martial","de Saint-Martial","à Saint-Martial"
"16335","Saint-Martin-du-Clocher","de Saint-Martin-du-Clocher","à Saint-Martin-du-Clocher"
"16336","Saint-Mary","de Saint-Mary","à Saint-Mary"
"16337","Saint-Maurice-des-Lions","de Saint-Maurice-des-Lions","à Saint-Maurice-des-Lions"
"16338","Saint-Médard","de Saint-Médard","à Saint-Médard"
"16339","Val-d'Auge","de Val-d'Auge","à Val-d'Auge"
"16339","Auge-Saint-Médard","d'Auge-Saint-Médard","à Auge-Saint-Médard"
"16340","Saint-Même-les-Carrières","de Saint-Même-les-Carrières","à Saint-Même-les-Carrières"
"16341","Saint-Michel","de Saint-Michel","à Saint-Michel"
"16342","Saint-Palais-du-Né","de Saint-Palais-du-Né","à Saint-Palais-du-Né"
"16343","Saint-Preuil","de Saint-Preuil","à Saint-Preuil"
"16344","Saint-Projet-Saint-Constant","de Saint-Projet-Saint-Constant","à Saint-Projet-Saint-Constant"
"16345","Saint-Quentin-sur-Charente","de Saint-Quentin-sur-Charente","à Saint-Quentin-sur-Charente"
"16346","Saint-Quentin-de-Chalais","de Saint-Quentin-de-Chalais","à Saint-Quentin-de-Chalais"
"16347","Saint-Romain","de Saint-Romain","à Saint-Romain"
"16348","Saint-Saturnin","de Saint-Saturnin","à Saint-Saturnin"
"16349","Sainte-Sévère","de Sainte-Sévère","à Sainte-Sévère"
"16350","Saint-Séverin","de Saint-Séverin","à Saint-Séverin"
"16351","Saint-Simeux","de Saint-Simeux","à Saint-Simeux"
"16352","Saint-Simon","de Saint-Simon","à Saint-Simon"
"16353","Saint-Sornin","de Saint-Sornin","à Saint-Sornin"
"16354","Sainte-Souline","de Sainte-Souline","à Sainte-Souline"
"16355","Saint-Sulpice-de-Cognac","de Saint-Sulpice-de-Cognac","à Saint-Sulpice-de-Cognac"
"16356","Saint-Sulpice-de-Ruffec","de Saint-Sulpice-de-Ruffec","à Saint-Sulpice-de-Ruffec"
"16357","Saint-Vallier","de Saint-Vallier","à Saint-Vallier"
"16358","Saint-Yrieix-sur-Charente","de Saint-Yrieix-sur-Charente","à Saint-Yrieix-sur-Charente"
"16359","Salles-d'Angles","de Salles-d'Angles","à Salles-d'Angles"
"16360","Salles-de-Barbezieux","de Salles-de-Barbezieux","à Salles-de-Barbezieux"
"16361","Salles-de-Villefagnan","de Salles-de-Villefagnan","à Salles-de-Villefagnan"
"16362","Salles-Lavalette","de Salles-Lavalette","à Salles-Lavalette"
"16363","Saulgond","de Saulgond","à Saulgond"
"16364","Sauvagnac","de Sauvagnac","à Sauvagnac"
"16365","Sauvignac","de Sauvignac","à Sauvignac"
"16366","Segonzac","de Segonzac","à Segonzac"
"16368","Sers","de Sers","à Sers"
"16369","Sigogne","de Sigogne","à Sigogne"
"16370","Sireuil","de Sireuil","à Sireuil"
"16371","Sonneville","de Sonneville","à Sonneville"
"16372","Souffrignac","de Souffrignac","à Souffrignac"
"16373","Souvigné","de Souvigné","à Souvigné"
"16374","Soyaux","de Soyaux","à Soyaux"
"16375","Suaux","de Suaux","à Suaux"
"16376","Suris","de Suris","à Suris"
"16377","La Tâche","de La Tâche","à La Tâche"
"16378","Taizé-Aizie","de Taizé-Aizie","à Taizé-Aizie"
"16379","Taponnat-Fleurignac","de Taponnat-Fleurignac","à Taponnat-Fleurignac"
"16380","Le Tâtre","du Tâtre","au Tâtre"
"16381","Theil-Rabier","de Theil-Rabier","à Theil-Rabier"
"16382","Torsac","de Torsac","à Torsac"
"16383","Tourriers","de Tourriers","à Tourriers"
"16384","Touvérac","de Touvérac","à Touvérac"
"16385","Touvre","de Touvre","à Touvre"
"16386","Touzac","de Touzac","à Touzac"
"16387","Triac-Lautrait","de Triac-Lautrait","à Triac-Lautrait"
"16388","Trois-Palis","de Trois-Palis","à Trois-Palis"
"16389","Turgon","de Turgon","à Turgon"
"16390","Tusson","de Tusson","à Tusson"
"16391","Tuzie","de Tuzie","à Tuzie"
"16392","Valence","de Valence","à Valence"
"16393","Vars","de Vars","à Vars"
"16394","Vaux-Lavalette","de Vaux-Lavalette","à Vaux-Lavalette"
"16395","Vaux-Rouillac","de Vaux-Rouillac","à Vaux-Rouillac"
"16396","Ventouse","de Ventouse","à Ventouse"
"16397","Verdille","de Verdille","à Verdille"
"16398","Verneuil","de Verneuil","à Verneuil"
"16399","Verrières","de Verrières","à Verrières"
"16400","Verteuil-sur-Charente","de Verteuil-sur-Charente","à Verteuil-sur-Charente"
"16401","Vervant","de Vervant","à Vervant"
"16402","Vibrac","de Vibrac","à Vibrac"
"16403","Le Vieux-Cérier","du Vieux-Cérier","au Vieux-Cérier"
"16404","Vieux-Ruffec","de Vieux-Ruffec","à Vieux-Ruffec"
"16405","Vignolles","de Vignolles","à Vignolles"
"16406","Moulins-sur-Tardoire","de Moulins-sur-Tardoire","à Moulins-sur-Tardoire"
"16406","Vilhonneur","de Vilhonneur","à Vilhonneur"
"16408","Villebois-Lavalette","de Villebois-Lavalette","à Villebois-Lavalette"
"16409","Villefagnan","de Villefagnan","à Villefagnan"
"16410","Villegats","de Villegats","à Villegats"
"16411","Villejésus","de Villejésus","à Villejésus"
"16412","Villejoubert","de Villejoubert","à Villejoubert"
"16413","Villiers-le-Roux","de Villiers-le-Roux","à Villiers-le-Roux"
"16414","Villognon","de Villognon","à Villognon"
"16415","Vindelle","de Vindelle","à Vindelle"
"16416","Vitrac-Saint-Vincent","de Vitrac-Saint-Vincent","à Vitrac-Saint-Vincent"
"16417","Viville","de Viville","à Viville"
"16418","Vœuil-et-Giget","de Vœuil-et-Giget","à Vœuil-et-Giget"
"16419","Vouharte","de Vouharte","à Vouharte"
"16420","Voulgézac","de Voulgézac","à Voulgézac"
"16421","Vouthon","de Vouthon","à Vouthon"
"16422","Vouzan","de Vouzan","à Vouzan"
"16423","Xambes","de Xambes","à Xambes"
"16424","Yviers","d'Yviers","à Yviers"
"16425","Yvrac-et-Malleyrand","d'Yvrac-et-Malleyrand","à Yvrac-et-Malleyrand"
"17001","Agonnay","d'Agonnay","à Agonnay"
"17002","Agudelle","d'Agudelle","à Agudelle"
"17003","Aigrefeuille-d'Aunis","d'Aigrefeuille-d'Aunis","à Aigrefeuille-d'Aunis"
"17004","Île-d'Aix","d'Île-d'Aix","à Île-d'Aix"
"17005","Allas-Bocage","d'Allas-Bocage","à Allas-Bocage"
"17006","Allas-Champagne","d'Allas-Champagne","à Allas-Champagne"
"17007","Anais","d'Anais","à Anais"
"17008","Andilly","d'Andilly","à Andilly"
"17009","Angliers","d'Angliers","à Angliers"
"17010","Angoulins","d'Angoulins","à Angoulins"
"17011","Annepont","d'Annepont","à Annepont"
"17012","Annezay","d'Annezay","à Annezay"
"17013","Antezant-la-Chapelle","d'Antezant-la-Chapelle","à Antezant-la-Chapelle"
"17015","Arces","d'Arces","à Arces"
"17016","Archiac","d'Archiac","à Archiac"
"17017","Archingeay","d'Archingeay","à Archingeay"
"17018","Ardillières","d'Ardillières","à Ardillières"
"17019","Ars-en-Ré","d'Ars-en-Ré","à Ars-en-Ré"
"17020","Arthenac","d'Arthenac","à Arthenac"
"17021","Arvert","d'Arvert","à Arvert"
"17022","Asnières-la-Giraud","d'Asnières-la-Giraud","à Asnières-la-Giraud"
"17023","Aujac","d'Aujac","à Aujac"
"17024","Aulnay","d'Aulnay","à Aulnay"
"17025","Aumagne","d'Aumagne","à Aumagne"
"17026","Authon-Ébéon","d'Authon-Ébéon","à Authon-Ébéon"
"17027","Avy","d'Avy","à Avy"
"17028","Aytré","d'Aytré","à Aytré"
"17029","Bagnizeau","de Bagnizeau","à Bagnizeau"
"17030","Balanzac","de Balanzac","à Balanzac"
"17031","Ballans","de Ballans","à Ballans"
"17032","Ballon","de Ballon","à Ballon"
"17033","La Barde","de La Barde","à La Barde"
"17034","Barzan","de Barzan","à Barzan"
"17035","Bazauges","de Bazauges","à Bazauges"
"17036","Beaugeay","de Beaugeay","à Beaugeay"
"17037","Beauvais-sur-Matha","de Beauvais-sur-Matha","à Beauvais-sur-Matha"
"17038","Bedenac","de Bedenac","à Bedenac"
"17039","Belluire","de Belluire","à Belluire"
"17040","La Benâte","de La Benâte","à La Benâte"
"17041","Benon","de Benon","à Benon"
"17042","Bercloux","de Bercloux","à Bercloux"
"17043","Bernay-Saint-Martin","de Bernay-Saint-Martin","à Bernay-Saint-Martin"
"17044","Berneuil","de Berneuil","à Berneuil"
"17045","Beurlay","de Beurlay","à Beurlay"
"17046","Bignay","de Bignay","à Bignay"
"17047","Biron","de Biron","à Biron"
"17048","Blanzac-lès-Matha","de Blanzac-lès-Matha","à Blanzac-lès-Matha"
"17049","Blanzay-sur-Boutonne","de Blanzay-sur-Boutonne","à Blanzay-sur-Boutonne"
"17050","Bois","de Bois","à Bois"
"17051","Le Bois-Plage-en-Ré","du Bois-Plage-en-Ré","au Bois-Plage-en-Ré"
"17052","Boisredon","de Boisredon","à Boisredon"
"17053","Bords","de Bords","à Bords"
"17054","Boresse-et-Martron","de Boresse-et-Martron","à Boresse-et-Martron"
"17055","Boscamnant","de Boscamnant","à Boscamnant"
"17056","Bougneau","de Bougneau","à Bougneau"
"17057","Bouhet","de Bouhet","à Bouhet"
"17058","Bourcefranc-le-Chapus","de Bourcefranc-le-Chapus","à Bourcefranc-le-Chapus"
"17059","Bourgneuf","de Bourgneuf","à Bourgneuf"
"17060","Boutenac-Touvent","de Boutenac-Touvent","à Boutenac-Touvent"
"17061","Bran","de Bran","à Bran"
"17062","Bresdon","de Bresdon","à Bresdon"
"17063","Breuil-la-Réorte","de Breuil-la-Réorte","à Breuil-la-Réorte"
"17064","Breuillet","de Breuillet","à Breuillet"
"17065","Breuil-Magné","de Breuil-Magné","à Breuil-Magné"
"17066","Brie-sous-Archiac","de Brie-sous-Archiac","à Brie-sous-Archiac"
"17067","Brie-sous-Matha","de Brie-sous-Matha","à Brie-sous-Matha"
"17068","Brie-sous-Mortagne","de Brie-sous-Mortagne","à Brie-sous-Mortagne"
"17069","Brives-sur-Charente","de Brives-sur-Charente","à Brives-sur-Charente"
"17070","Brizambourg","de Brizambourg","à Brizambourg"
"17071","La Brousse","de La Brousse","à La Brousse"
"17072","Burie","de Burie","à Burie"
"17073","Bussac-sur-Charente","de Bussac-sur-Charente","à Bussac-sur-Charente"
"17074","Bussac-Forêt","de Bussac-Forêt","à Bussac-Forêt"
"17075","Cabariot","de Cabariot","à Cabariot"
"17076","Celles","de Celles","à Celles"
"17077","Cercoux","de Cercoux","à Cercoux"
"17078","Chadenac","de Chadenac","à Chadenac"
"17079","Chaillevette","de Chaillevette","à Chaillevette"
"17080","Chambon","de Chambon","à Chambon"
"17081","Chamouillac","de Chamouillac","à Chamouillac"
"17082","Champagnac","de Champagnac","à Champagnac"
"17083","Champagne","de Champagne","à Champagne"
